metric,variant,subgroup,geo_type,geo_id,window_start,golden_value,golden_n,recomputed_value,recomputed_n,agree,differs_in
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38112,2024-07-01,0.238636363636364,88,0.23863636363636365,88,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38112,2025-04-02,0.333333333333333,48,0.3333333333333333,48,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38117,2024-07-01,0.0277777777777778,72,0.027777777777777776,72,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38117,2025-04-02,0.0333333333333333,30,0.03333333333333333,30,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,14,,14,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,7,,7,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38122,2024-07-01,0.0909090909090909,55,0.09090909090909091,55,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,13,,13,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,citywide,4748000,2024-07-01,0.28931245745405,1469,0.2893124574540504,1469,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,citywide,4748000,2025-04-02,0.408388520971302,453,0.4083885209713024,453,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,council_district,5,2024-07-01,0.28931245745405,1469,0.2893124574540504,1469,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,council_district,5,2025-04-02,0.408388520971302,453,0.4083885209713024,453,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2024-07-01,0.313111545988258,511,0.3131115459882583,511,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2025-04-02,0.457399103139013,223,0.45739910313901344,223,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2024-07-01,0.257042253521127,284,0.25704225352112675,284,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2025-04-02,0.326530612244898,49,0.32653061224489793,49,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,super_district,9,2024-07-01,0.28931245745405,1469,0.2893124574540504,1469,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,super_district,9,2025-04-02,0.408388520971302,453,0.4083885209713024,453,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38104,2024-07-01,0.142857142857143,35,0.14285714285714285,35,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38107,2024-07-01,0.34375,32,0.34375,32,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38107,2025-04-02,NA,5,,5,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38108,2024-07-01,0.382352941176471,34,0.38235294117647056,34,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38108,2025-04-02,NA,15,,15,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38111,2024-07-01,0.32,325,0.32,325,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38111,2025-04-02,0.460674157303371,89,0.4606741573033708,89,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38112,2024-07-01,0.273092369477912,249,0.27309236947791166,249,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38112,2025-04-02,0.333333333333333,45,0.3333333333333333,45,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38117,2024-07-01,0.327586206896552,464,0.3275862068965517,464,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38117,2025-04-02,0.465753424657534,219,0.4657534246575342,219,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38120,2024-07-01,0.170212765957447,47,0.1702127659574468,47,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38120,2025-04-02,NA,4,,4,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38122,2024-07-01,0.226950354609929,282,0.22695035460992907,282,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38122,2025-04-02,0.277777777777778,72,0.2777777777777778,72,True,
reopen_rate,radius_100m,SWM-Missed Bulk Trash,zcta,38152,2024-07-01,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,citywide,4748000,2024-07-01,0,68,0.0,68,True,
reopen_rate,radius_25m,EE-Illegal Dumping,citywide,4748000,2025-04-02,NA,18,,18,True,
reopen_rate,radius_25m,EE-Illegal Dumping,council_district,5,2024-07-01,0,68,0.0,68,True,
reopen_rate,radius_25m,EE-Illegal Dumping,council_district,5,2025-04-02,NA,18,,18,True,
reopen_rate,radius_25m,EE-Illegal Dumping,reference_neighborhood,East Memphis,2024-07-01,NA,4,,4,True,
reopen_rate,radius_25m,EE-Illegal Dumping,reference_neighborhood,East Memphis,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,reference_neighborhood,Midtown,2024-07-01,0,34,0.0,34,True,
reopen_rate,radius_25m,EE-Illegal Dumping,reference_neighborhood,Midtown,2025-04-02,NA,11,,11,True,
reopen_rate,radius_25m,EE-Illegal Dumping,super_district,9,2024-07-01,0,68,0.0,68,True,
reopen_rate,radius_25m,EE-Illegal Dumping,super_district,9,2025-04-02,NA,18,,18,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38104,2024-07-01,NA,3,,3,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38104,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38107,2024-07-01,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38108,2024-07-01,NA,2,,2,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38111,2024-07-01,NA,14,,14,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38111,2025-04-02,NA,3,,3,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38112,2024-07-01,0,31,0.0,31,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38112,2025-04-02,NA,10,,10,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38117,2024-07-01,NA,4,,4,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38117,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38122,2024-07-01,NA,13,,13,True,
reopen_rate,radius_25m,EE-Illegal Dumping,zcta,38122,2025-04-02,NA,2,,2,True,
reopen_rate,radius_25m,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.0491329479768786,346,0.049132947976878616,346,True,
reopen_rate,radius_25m,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.072463768115942,138,0.07246376811594203,138,True,
reopen_rate,radius_25m,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
reopen_rate,radius_25m,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,PW (SM)-Potholes,council_district,5,2024-07-01,0.0494186046511628,344,0.04941860465116279,344,True,
reopen_rate,radius_25m,PW (SM)-Potholes,council_district,5,2025-04-02,0.072992700729927,137,0.072992700729927,137,True,
reopen_rate,radius_25m,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0,86,0.0,86,True,
reopen_rate,radius_25m,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,0,37,0.0,37,True,
reopen_rate,radius_25m,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.0943396226415094,106,0.09433962264150944,106,True,
reopen_rate,radius_25m,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,0.134615384615385,52,0.1346153846153846,52,True,
reopen_rate,radius_25m,PW (SM)-Potholes,super_district,9,2024-07-01,0.0491329479768786,346,0.049132947976878616,346,True,
reopen_rate,radius_25m,PW (SM)-Potholes,super_district,9,2025-04-02,0.072463768115942,138,0.07246376811594203,138,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,18,,18,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,2,,2,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,3,,3,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,3,,3,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38111,2024-07-01,0.0425531914893617,94,0.0425531914893617,94,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38111,2025-04-02,0.09375,32,0.09375,32,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38112,2024-07-01,0.113636363636364,88,0.11363636363636363,88,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38112,2025-04-02,0.145833333333333,48,0.14583333333333334,48,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38117,2024-07-01,0,72,0.0,72,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38117,2025-04-02,0,30,0.0,30,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,14,,14,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,7,,7,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38122,2024-07-01,0.0545454545454545,55,0.05454545454545454,55,True,
reopen_rate,radius_25m,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,13,,13,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,citywide,4748000,2024-07-01,0.13002042205582,1469,0.1300204220558203,1469,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,citywide,4748000,2025-04-02,0.183222958057395,453,0.18322295805739514,453,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,council_district,5,2024-07-01,0.13002042205582,1469,0.1300204220558203,1469,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,council_district,5,2025-04-02,0.183222958057395,453,0.18322295805739514,453,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2024-07-01,0.13307240704501,511,0.13307240704500978,511,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2025-04-02,0.188340807174888,223,0.18834080717488788,223,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2024-07-01,0.0915492957746479,284,0.09154929577464789,284,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2025-04-02,0.102040816326531,49,0.10204081632653061,49,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,super_district,9,2024-07-01,0.13002042205582,1469,0.1300204220558203,1469,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,super_district,9,2025-04-02,0.183222958057395,453,0.18322295805739514,453,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38104,2024-07-01,0.0857142857142857,35,0.08571428571428572,35,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38107,2024-07-01,0.0625,32,0.0625,32,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38107,2025-04-02,NA,5,,5,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38108,2024-07-01,0.205882352941176,34,0.20588235294117646,34,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38108,2025-04-02,NA,15,,15,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38111,2024-07-01,0.169230769230769,325,0.16923076923076924,325,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38111,2025-04-02,0.280898876404494,89,0.2808988764044944,89,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38112,2024-07-01,0.0923694779116466,249,0.09236947791164658,249,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38112,2025-04-02,0.0888888888888889,45,0.08888888888888889,45,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38117,2024-07-01,0.140086206896552,464,0.1400862068965517,464,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38117,2025-04-02,0.191780821917808,219,0.1917808219178082,219,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38120,2024-07-01,0.0638297872340425,47,0.06382978723404255,47,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38120,2025-04-02,NA,4,,4,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38122,2024-07-01,0.117021276595745,282,0.11702127659574468,282,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38122,2025-04-02,0.111111111111111,72,0.1111111111111111,72,True,
reopen_rate,radius_25m,SWM-Missed Bulk Trash,zcta,38152,2024-07-01,NA,1,,1,True,
reopen_rate,window_14d,EE-Illegal Dumping,citywide,4748000,2024-07-01,0.0121951219512195,82,0.012195121951219513,82,True,
reopen_rate,window_14d,EE-Illegal Dumping,citywide,4748000,2025-04-02,0.03125,32,0.03125,32,True,
reopen_rate,window_14d,EE-Illegal Dumping,council_district,5,2024-07-01,0.0121951219512195,82,0.012195121951219513,82,True,
reopen_rate,window_14d,EE-Illegal Dumping,council_district,5,2025-04-02,0.03125,32,0.03125,32,True,
reopen_rate,window_14d,EE-Illegal Dumping,reference_neighborhood,East Memphis,2024-07-01,NA,6,,6,True,
reopen_rate,window_14d,EE-Illegal Dumping,reference_neighborhood,East Memphis,2025-04-02,NA,3,,3,True,
reopen_rate,window_14d,EE-Illegal Dumping,reference_neighborhood,Midtown,2024-07-01,0.0256410256410256,39,0.02564102564102564,39,True,
reopen_rate,window_14d,EE-Illegal Dumping,reference_neighborhood,Midtown,2025-04-02,NA,16,,16,True,
reopen_rate,window_14d,EE-Illegal Dumping,super_district,9,2024-07-01,0.0121951219512195,82,0.012195121951219513,82,True,
reopen_rate,window_14d,EE-Illegal Dumping,super_district,9,2025-04-02,0.03125,32,0.03125,32,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38104,2024-07-01,NA,3,,3,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38104,2025-04-02,NA,1,,1,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38107,2024-07-01,NA,1,,1,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38108,2024-07-01,NA,2,,2,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38111,2024-07-01,NA,18,,18,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38111,2025-04-02,NA,7,,7,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38112,2024-07-01,0.0277777777777778,36,0.027777777777777776,36,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38112,2025-04-02,NA,15,,15,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38117,2024-07-01,NA,6,,6,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38117,2025-04-02,NA,3,,3,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38122,2024-07-01,NA,16,,16,True,
reopen_rate,window_14d,EE-Illegal Dumping,zcta,38122,2025-04-02,NA,5,,5,True,
reopen_rate,window_14d,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.0265957446808511,376,0.026595744680851064,376,True,
reopen_rate,window_14d,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.0357142857142857,168,0.03571428571428571,168,True,
reopen_rate,window_14d,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
reopen_rate,window_14d,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
reopen_rate,window_14d,PW (SM)-Potholes,council_district,5,2024-07-01,0.0267379679144385,374,0.026737967914438502,374,True,
reopen_rate,window_14d,PW (SM)-Potholes,council_district,5,2025-04-02,0.0359281437125748,167,0.03592814371257485,167,True,
reopen_rate,window_14d,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0,95,0.0,95,True,
reopen_rate,window_14d,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,0,46,0.0,46,True,
reopen_rate,window_14d,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.0431034482758621,116,0.04310344827586207,116,True,
reopen_rate,window_14d,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,0.0645161290322581,62,0.06451612903225806,62,True,
reopen_rate,window_14d,PW (SM)-Potholes,super_district,9,2024-07-01,0.0265957446808511,376,0.026595744680851064,376,True,
reopen_rate,window_14d,PW (SM)-Potholes,super_district,9,2025-04-02,0.0357142857142857,168,0.03571428571428571,168,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,19,,19,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,5,,5,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,4,,4,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,3,,3,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,4,,4,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,4,,4,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38111,2024-07-01,0.04,100,0.04,100,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38111,2025-04-02,0.0526315789473684,38,0.05263157894736842,38,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38112,2024-07-01,0.0515463917525773,97,0.05154639175257732,97,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38112,2025-04-02,0.0701754385964912,57,0.07017543859649122,57,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38117,2024-07-01,0,79,0.0,79,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38117,2025-04-02,0,37,0.0,37,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,16,,16,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,9,,9,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38122,2024-07-01,0.0175438596491228,57,0.017543859649122806,57,True,
reopen_rate,window_14d,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,15,,15,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,citywide,4748000,2024-07-01,0.112237998647735,1479,0.11223799864773495,1479,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,citywide,4748000,2025-04-02,0.170626349892009,463,0.17062634989200864,463,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,council_district,5,2024-07-01,0.112237998647735,1479,0.11223799864773495,1479,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,council_district,5,2025-04-02,0.170626349892009,463,0.17062634989200864,463,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2024-07-01,0.115009746588694,513,0.11500974658869395,513,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2025-04-02,0.173333333333333,225,0.17333333333333334,225,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2024-07-01,0.0982456140350877,285,0.09824561403508772,285,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2025-04-02,0.14,50,0.14,50,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,super_district,9,2024-07-01,0.112237998647735,1479,0.11223799864773495,1479,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,super_district,9,2025-04-02,0.170626349892009,463,0.17062634989200864,463,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38104,2024-07-01,0.0833333333333333,36,0.08333333333333333,36,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38104,2025-04-02,NA,5,,5,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38107,2024-07-01,0.0625,32,0.0625,32,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38107,2025-04-02,NA,5,,5,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38108,2024-07-01,0.142857142857143,35,0.14285714285714285,35,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38108,2025-04-02,NA,16,,16,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38111,2024-07-01,0.136363636363636,330,0.13636363636363635,330,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38111,2025-04-02,0.25531914893617,94,0.2553191489361702,94,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38112,2024-07-01,0.100401606425703,249,0.10040160642570281,249,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38112,2025-04-02,0.133333333333333,45,0.13333333333333333,45,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38117,2024-07-01,0.12258064516129,465,0.12258064516129032,465,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38117,2025-04-02,0.177272727272727,220,0.17727272727272728,220,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38120,2024-07-01,0.0416666666666667,48,0.041666666666666664,48,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38120,2025-04-02,NA,5,,5,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38122,2024-07-01,0.0954063604240283,283,0.09540636042402827,283,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38122,2025-04-02,0.0958904109589041,73,0.0958904109589041,73,True,
reopen_rate,window_14d,SWM-Missed Bulk Trash,zcta,38152,2024-07-01,NA,1,,1,True,
reopen_rate,window_60d,EE-Illegal Dumping,citywide,4748000,2024-07-01,0.0344827586206897,58,0.034482758620689655,58,True,
reopen_rate,window_60d,EE-Illegal Dumping,citywide,4748000,2025-04-02,NA,8,,8,True,
reopen_rate,window_60d,EE-Illegal Dumping,council_district,5,2024-07-01,0.0344827586206897,58,0.034482758620689655,58,True,
reopen_rate,window_60d,EE-Illegal Dumping,council_district,5,2025-04-02,NA,8,,8,True,
reopen_rate,window_60d,EE-Illegal Dumping,reference_neighborhood,East Memphis,2024-07-01,NA,4,,4,True,
reopen_rate,window_60d,EE-Illegal Dumping,reference_neighborhood,East Memphis,2025-04-02,NA,1,,1,True,
reopen_rate,window_60d,EE-Illegal Dumping,reference_neighborhood,Midtown,2024-07-01,NA,28,,28,True,
reopen_rate,window_60d,EE-Illegal Dumping,reference_neighborhood,Midtown,2025-04-02,NA,5,,5,True,
reopen_rate,window_60d,EE-Illegal Dumping,super_district,9,2024-07-01,0.0344827586206897,58,0.034482758620689655,58,True,
reopen_rate,window_60d,EE-Illegal Dumping,super_district,9,2025-04-02,NA,8,,8,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38104,2024-07-01,NA,3,,3,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38104,2025-04-02,NA,1,,1,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38108,2024-07-01,NA,2,,2,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38111,2024-07-01,NA,13,,13,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38111,2025-04-02,NA,2,,2,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38112,2024-07-01,NA,25,,25,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38112,2025-04-02,NA,4,,4,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38117,2024-07-01,NA,4,,4,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38117,2025-04-02,NA,1,,1,True,
reopen_rate,window_60d,EE-Illegal Dumping,zcta,38122,2024-07-01,NA,11,,11,True,
reopen_rate,window_60d,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.0954063604240283,283,0.09540636042402827,283,True,
reopen_rate,window_60d,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.106666666666667,75,0.10666666666666667,75,True,
reopen_rate,window_60d,PW (SM)-Potholes,council_district,4,2024-07-01,NA,1,,1,True,
reopen_rate,window_60d,PW (SM)-Potholes,council_district,5,2024-07-01,0.0957446808510638,282,0.09574468085106383,282,True,
reopen_rate,window_60d,PW (SM)-Potholes,council_district,5,2025-04-02,0.106666666666667,75,0.10666666666666667,75,True,
reopen_rate,window_60d,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0.0512820512820513,78,0.05128205128205128,78,True,
reopen_rate,window_60d,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,NA,29,,29,True,
reopen_rate,window_60d,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.1,80,0.1,80,True,
reopen_rate,window_60d,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,NA,26,,26,True,
reopen_rate,window_60d,PW (SM)-Potholes,super_district,9,2024-07-01,0.0954063604240283,283,0.09540636042402827,283,True,
reopen_rate,window_60d,PW (SM)-Potholes,super_district,9,2025-04-02,0.106666666666667,75,0.10666666666666667,75,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,17,,17,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,3,,3,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,2,,2,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38111,2024-07-01,0.141025641025641,78,0.14102564102564102,78,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38111,2025-04-02,NA,16,,16,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38112,2024-07-01,0.126984126984127,63,0.12698412698412698,63,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38112,2025-04-02,NA,23,,23,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38117,2024-07-01,0.0447761194029851,67,0.04477611940298507,67,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38117,2025-04-02,NA,25,,25,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,11,,11,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,4,,4,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38122,2024-07-01,0.0888888888888889,45,0.08888888888888889,45,True,
reopen_rate,window_60d,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,3,,3,True,
reopen_rate,window_60d,SWM-Missed Bulk Trash,citywide,4748000,2024-07-01,0.254251012145749,1235,0.25425101214574897,1235,True,
reopen_rate,window_60d,SWM-Missed Bulk Trash,citywide,4748000,2025-04-02,0.319634703196347,219,0.319634703196347,219,True,
reopen_rate,window_60d,SWM-Missed Bulk Trash,council_district,5,2024-07-01,0.254251012145749,1235,0.25425101214574897,1235,True,
